Supplied Name	guid	scientificName	family	kingdom	family_1	status	statusSource	year
Aspilia cordifolia J. U. Santos	311753	Aspilia cordifolia	Asteraceae		Asteraceae	EN	Em Perigo	2008
Bothrops itapetiningae (Boulenger, 1907)	152288	Bothrops itapetiningae	Viperidae		Bothrops itapetiningae	VU	Vulnerável	2010
Spigelia aceifolia Woodson	320857	Spigelia aceifolia	Loganiaceae		Loganiaceae	EN	Em Perigo	2008
Pilosocereus floccosus floccosus (Backeb. & Voll) Byles & Rowley	368167	Pilosocereus floccosus subsp. floccosus	Cactaceae		Cactaceae	VU	Vulnerável	2008
Lavoisiera sampaioana Barreto	322059	Lavoisiera sampaioana	Melastomataceae		Melastomataceae	VU	Vulnerável	2008
Griffinia gardneriana (Herb.) Ravenna	283770	Griffinia gardneriana	Amaryllidaceae		Amaryllidaceae	EN	Em Perigo	2008
Sophronitis pendula (R.C.Mota, P.L.Viana & K.G.Lacerda) Van den Berg & M.W.Chase	364834	Sophronitis pendula	Orchidaceae		Orchidaceae	EN	Em Perigo	2008
Quiina magalano-gomesii Schwacke	279396	Quiina magallano-gomesii	Quiinaceae		Quiinaceae	VU	Vulnerável	2008
Thelypteris riograndensis (Lindm.) C.F. Reed	390426	Thelypteris riograndensis	Thelypteridaceae		Thelypteridaceae	EN	Em Perigo	2008
Leucopternis lacernulatus (Temminck, 1827)		Leucopternis lacernulatus	Thelypteridaceae		Thelypteridaceae	CR	Criticamente em Perigo	2010
Paepalanthus bromelioides Silveira	316743	Paepalanthus bromelioides	Eriocaulaceae		Eriocaulaceae	VU	Vulnerável	2008
Asplenium mourai Hieron.	298595	Asplenium mourai	Aspleniaceae		Aspleniaceae	VU	Vulnerável	2008
Lellingeria depressa (C. Chr.) A.R. Sm. & R.C. Moran	348903	Lellingeria depressa	Polypodiaceae		Polypodiaceae	EN	Em Perigo	2008
Minasia cabralensis H.Rob.	313076	Minasia cabralensis	Asteraceae		Asteraceae	CR	Criticamente em Perigo	2008
Encholirium gracile L.B.Sm.	327717	Encholirium gracile	Bromeliaceae		Bromeliaceae	EN	Em Perigo	2008
Paradrypetes ilicifolia Kuhlm.	365856	Paradrypetes ilicifolia	Rhizophoraceae		Rhizophoraceae	VU	Vulnerável	2008
Lychnophora gardnerii Sch. Bip.	378440	Lychnophora gardneri	Asteraceae		Asteraceae	EN	Em Perigo	2008
Staurogyne vauthieriana (Nees) Kuntze	369417	Staurogyne vauthieriana	Acanthaceae		Acanthaceae	EN	Em Perigo	2008
Thamnomanes caesius (Temminck, 1820)	168242	Thamnomanes caesius	Thamnophilidae		Thamnomanes caesius	EN	Em Perigo	2010
Minasia lewinsohnii J.Semir & de Jesus	378475	Minasia lewinsohnii	Asteraceae		Asteraceae	CR	Criticamente em Perigo	2008
Asplenium theciferum (Humb., Bonpl. ex Kunth) Mett.	298723	Asplenium theciferum	Aspleniaceae		Aspleniaceae	CR	Criticamente em Perigo	2008
Falco deiroleucus Temminck, 1825	226326	Falco deiroleucus	Falconidae		Falco deiroleucus	CR	Criticamente em Perigo	2010
Gomphrena scandens (R.E.Fr.) J.C.Siqueira	369643	Gomphrena scandens	Amaranthaceae		Amaranthaceae	VU	Vulnerável	2008
Trimezia exillima Ravenna	359656	Trimezia exillima	Iridaceae		Iridaceae	EN	Em Perigo	2008
Leiothrix prolifera (Bong.) Ruhland	332042	Leiothrix prolifera	Eriocaulaceae		Eriocaulaceae	EN	Em Perigo	2008
Euryoryzomys lamia Thomas, 1901	251612	Euryoryzomys lamia	Cricetidae		Euryoryzomys lamia	CR	Criticamente em Perigo	2010
Richterago petiolata Roque & J.N.Nakaj.	313210	Richterago petiolata	Asteraceae		Asteraceae	VU	Vulnerável	2008
Tripogandra warmingiana (Seub.) Handlos	355270	Tripogandra warmingiana	Commelinaceae		Commelinaceae	VU	Vulnerável	2008
Richterago elegans Roque	308046	Richterago elegans	Asteraceae		Asteraceae	CR	Criticamente em Perigo	2008
Hippeastrum glaucescens (Mart.) Herb.	369774	Hippeastrum glaucescens	Amaryllidaceae		Amaryllidaceae	EN	Em Perigo	2008
Schlumbergera opuntioides (Loefgr. & Dusén) D.R.Hunt	368424	Schlumbergera opuntioides	Cactaceae		Cactaceae	VU	Vulnerável	2008
Quesnelia augustocomburgi Wawra						EN	Em Perigo	2008
Schlumbergera microsphaerica (Britton & Rose) Hovel	368421	Schlumbergera microsphaerica	Cactaceae		Cactaceae	VU	Vulnerável	2008
Polycycnis silvana F.Barros	345356	Polycycnis silvana	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Tabebuia riodocensis A.H.Gentry	387174	Tabebuia riodocensis	Bignoniaceae		Bignoniaceae	VU	Vulnerável	2008
Huperzia rubra (Cham. & Schlecht.) Trevis.	348367	Huperzia rubra	Lycopodiaceae		Lycopodiaceae	CR	Criticamente em Perigo	2008
Sinningia tuberosa (Mart.) H. E. Moore	333224	Sinningia tuberosa	Gesneriaceae		Gesneriaceae	VU	Vulnerável	2008
Rhopornis ardesiacus (Wied, 1831)	136549	Rhopornis ardesiacus	Thamnophilidae		Rhopornis ardesiacus	CR	Criticamente em Perigo	2010
Sclerolobium friburgense Harms						EN	Em Perigo	2008
Lippia nana Schauer	351105	Lippia nana	Verbenaceae		Verbenaceae	CR	Criticamente em Perigo	2008
Mnioloma nephrostipa (Spruce) R.M. Schust.	358900	Mnioloma nephrostipa	Calypogeiaceae		Calypogeiaceae	VU	Vulnerável	2008
Oxypetalum patulum E. Fourn	323821	Oxypetalum patulum	Apocynaceae		Apocynaceae	VU	Vulnerável	2008
Rudgea gardenioides (Cham.) Müll.Arg.	280070	Rudgea gardenioides	Rubiaceae		Rubiaceae	VU	Vulnerável	2008
Lippia elliptica Schauer	297652	Lippia elliptica	Verbenaceae		Verbenaceae	VU	Vulnerável	2008
Amazona vinacea (Kuhl, 1820)	175040	Amazona vinacea	Psittacidae		Amazona vinacea	VU	Vulnerável	2010
Dysithamnus plumbeus (Wied, 1831)	168189	Dysithamnus plumbeus	Thamnophilidae		Dysithamnus plumbeus	VU	Vulnerável	2010
Simpsonichthys stellatus (Costa & Brasil, 1994)						CR	Criticamente em Perigo	2010
Brachyteles hypoxanthus (Kuhl, 1820)	137861	Brachyteles hypoxanthus	Atelidae		Brachyteles hypoxanthus	EN	Em Perigo	2010
Svitramia petiolata R.Romero & A.B.Martins	372918	Svitramia petiolata	Melastomataceae		Melastomataceae	CR	Criticamente em Perigo	2008
Bulbostylis smithii Barros	355454	Bulbostylis smithii	Cyperaceae		Cyperaceae	VU	Vulnerável	2008
Schefflera glaziovii (Taub.) Frodin & Fiaschi	311266	Schefflera glaziovii	Araliaceae		Araliaceae	VU	Vulnerável	2008
Lontra longicaudis (Olfers, 1818)	174453	Lontra longicaudis	Mustelidae		Lontra longicaudis	VU	Vulnerável	2010
Lychnophora ericoides Mart.	307977	Lychnophora ericoides	Asteraceae		Asteraceae	VU	Vulnerável	2008
Calea brittoniana Pruski	388563	Calea brittoniana	Asteraceae		Asteraceae	VU	Vulnerável	2008
Micropolypodium perpusillum (Maxon) A.R.Sm.	382382	Micropolypodium perpusilum	Polypodiaceae		Polypodiaceae	CR	Criticamente em Perigo	2008
Vochysia pygmaea Bong.	283369	Vochysia pygmaea	Vochysiaceae		Vochysiaceae	VU	Vulnerável	2008
Anodorhynchus hyacinthinus (Latham, 1790)	175052	Anodorhynchus hyacinthinus	Psittacidae		Anodorhynchus hyacinthinus	CR	Criticamente em Perigo	2010
Arthrocereus melanurus odorus (F.Ritter) N.P.Taylor & D.C.Zappi	367439	Arthrocereus melanurus subsp. odorus	Cactaceae		Cactaceae	EN	Em Perigo	2008
Tabebuia arianeae A.H.Gentry	386927	Tabebuia arianeae	Bignoniaceae		Bignoniaceae	VU	Vulnerável	2008
Paepalanthus graomogolensis Silveira	316968	Paepalanthus grao-mogolensis	Eriocaulaceae		Eriocaulaceae	VU	Vulnerável	2008
Pogonopoma parahybae (Steindachner, 1877)	204074	Pogonopoma parahybae	Loricariidae		Pogonopoma parahybae	CR	Criticamente em Perigo	2010
Syndactyla dimidiata (Pelzeln, 1859)	137438	Syndactyla dimidiata	Furnariidae		Syndactyla dimidiata	EN	Em Perigo	2010
Neoregelia brigadeirensis Paula & Leme	327886	Neoregelia brigadeirensis	Bromeliaceae		Bromeliaceae	CR	Criticamente em Perigo	2008
Sophronitis briegeri (Blumensch. ex Pabst) Van den Berg & M.W.Chase	348188	Sophronitis briegeri	Orchidaceae		Orchidaceae	EN	Em Perigo	2008
Cyrtopodium lamellaticallosum J.A.N.Batista & Bianch.	347515	Cyrtopodium lamellaticallosum	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Hyptis fallax Harley	320555	Hyptis fallax	Lamiaceae		Lamiaceae	VU	Vulnerável	2008
Chionolaena isabellae Baker in Martius	335017	Chionolaena isabellae	Asteraceae		Asteraceae	CR	Criticamente em Perigo	2008
Discocactus placentiformis K.Schum.	367651	Discocactus placentiformis	Cactaceae		Cactaceae	VU	Vulnerável	2008
Asplenium campos-portoi Brade	298477	Asplenium campos-portoi	Aspleniaceae		Aspleniaceae	VU	Vulnerável	2008
Alstroemeria julieae M.C.Assis	310670	Alstroemeria julieae	Alstroemeriaceae		Alstroemeriaceae	EN	Em Perigo	2008
Adenocalymma nervosum Bureau & K.Schum.	381398	Adenocalymma nervosum	Bignoniaceae		Bignoniaceae	CR	Criticamente em Perigo	2008
Dimorphandra wilsonii Rizzini	280292	Dimorphandra wilsonii	Fabaceae		Fabaceae	CR	Criticamente em Perigo	2008
Parides burchellanus (Westwood, 1872)	256490	Parides burchellanus	Papilionidae		Parides burchellanus	EN	Em Perigo	2010
Huberia piranii Baumgratz	322011	Huberia piranii	Melastomataceae		Melastomataceae	VU	Vulnerável	2008
Lychnophora pinaster Mart.	307983	Lychnophora pinaster	Asteraceae		Asteraceae	VU	Vulnerável	2008
Partamona combinata Pedro & Camargo, 2003	164696	Partamona combinata	Apidae		Partamona combinata	VU	Vulnerável	2010
Dyckia brachyphylla L.B. Sm.	313917	Dyckia brachyphylla	Bromeliaceae		Bromeliaceae	VU	Vulnerável	2008
Lippia corymbosa Cham.	351045	Lippia corymbosa	Verbenaceae		Verbenaceae	EN	Em Perigo	2008
Megasoma gyas gyas (Herbst, 1785)	114649	Megasoma (Megasoma) gyas gyas	Melolonthidae		Megasoma (Megasoma) gyas gyas	EN	Em Perigo	2010
Chresta sphaerocephala DC.	312045	Chresta sphaerocephala	Asteraceae		Asteraceae	VU	Vulnerável	2008
Ditassa leonii Fontella & T.U.P.Konno	370124	Ditassa leonii	Apocynaceae		Apocynaceae	VU	Vulnerável	2008
Xyris platystachia Alberts.						VU	Vulnerável	2008
Weinmannia organensis Gardner	330794	Weinmannia organensis	Cunoniaceae		Cunoniaceae	VU	Vulnerável	2008
Actinote quadra (Schaus, 1902)	168804	Actinote quadra	Nymphalidae		Actinote quadra	EN	Em Perigo	2010
Banisteriopsis andersonii B.Gates	321332	Banisteriopsis andersonii	Malpighiaceae		Malpighiaceae	VU	Vulnerável	2008
Elaphoglossum alpestre (Gardner) T.Moore	370610	Elaphoglossum alpestre	Dryopteridaceae		Dryopteridaceae	CR	Criticamente em Perigo	2008
Cyrtopodium poecilum var. roseum J.A.N.Batista & Bianch.	347533	Cyrtopodium poecilum var. roseum	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Micranthocereus auriazureus Buining & Brederoo	367984	Micranthocereus auriazureus	Cactaceae		Cactaceae	EN	Em Perigo	2008
Hexantheda missionica Ogloblin, 1948						EN	Em Perigo	2010
Sporophila frontalis (Verreaux, 1869)	264571	Sporophila frontalis	Thraupidae		Sporophila frontalis	EN	Em Perigo	2010
Alectrurus tricolor (Vieillot, 1816)	149352	Alectrurus tricolor	Tyrannidae		Alectrurus tricolor	EN	Em Perigo	2010
Leopardus wiedii (Schinz, 1821)	131597	Leopardus wiedii	Felidae		Leopardus wiedii	EN	Em Perigo	2010
Jensenia difformis (Nees) Grolle	365507	Jensenia difformis	Pallaviciniaceae		Pallaviciniaceae	VU	Vulnerável	2008
Lathrophytum peckoltii Eichler	326081	Lathrophytum peckoltii	Balanophoraceae		Balanophoraceae	EN	Em Perigo	2008
Genidens genidens (Cuvier 1829)	230155	Genidens genidens	Ariidae		Genidens genidens	CR	Criticamente em Perigo	2010
Vriesea grandiflora Leme	328900	Vriesea grandiflora	Bromeliaceae		Bromeliaceae	VU	Vulnerável	2008
Lychnophora humillima Sch.Bip.	312954	Lychnophora humillima	Asteraceae		Asteraceae	CR	Criticamente em Perigo	2008
Scuticaria irwiniana Pabst	348161	Scuticaria irwiniana	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Mikania reynoldsii W.C.Holmes	325677	Mikania reynoldsii	Asteraceae		Asteraceae	VU	Vulnerável	2008
Chamaecrista mucronata (Spreng.) Irwin& Barneby	314774	Chamaecrista mucronata	Fabaceae		Fabaceae	VU	Vulnerável	2008
Richterago discoidea Kuntze	285766	Richterago discoidea	Asteraceae		Asteraceae	EN	Em Perigo	2008
Centropomus undecimalis (Bloch 1792)	256523	Centropomus undecimalis	Centropomidae		Centropomus undecimalis	CR	Criticamente em Perigo	2010
Syngonanthus vernonioides Silveira	332427	Syngonanthus vernonioides	Eriocaulaceae		Eriocaulaceae	EN	Em Perigo	2008
Hemistylus brasiliensis Wedd.	350473	Hemistylus brasiliensis	Urticaceae		Urticaceae	VU	Vulnerável	2008
Lippia longispicata Salimena	351092	Lippia longispicata	Verbenaceae		Verbenaceae	CR	Criticamente em Perigo	2008
Harpalyce parvifolia H.S.Irwin & Arroyo	319422	Harpalyce parvifolia	Fabaceae		Fabaceae	VU	Vulnerável	2008
Vellozia glabra J. C. Mikan	350826	Vellozia glabra	Velloziaceae		Velloziaceae	VU	Vulnerável	2008
Senecio grandis Gardner	394966	Senecio grandis	Asteraceae		Asteraceae	CR	Criticamente em Perigo	2008
Geotrygon violacea (Temminck, 1809)	120025	Geotrygon violacea	Columbidae		Geotrygon violacea	VU	Vulnerável	2010
Sophronitis brevipedunculata (Cogn.) Fowlie	348185	Sophronitis brevipedunculata	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Eriosorus flexuosus var. flexuosus (Humb. & Bonpl. ex Kunth) Copel.						CR	Criticamente em Perigo	2008
Cranichis diphylla Sw.						CR	Criticamente em Perigo	2008
Cyanophrys bertha (Jones, 1912)	267834	Cyanophrys bertha	Lycaenidae		Cyanophrys bertha	VU	Vulnerável	2010
Coccoloba cereifera Schwacke	349257	Coccoloba cereifera	Polygonaceae		Polygonaceae	CR	Criticamente em Perigo	2008
Gochnatia hatschbachii Cabrera	312395	Gochnatia hatschbachii	Asteraceae		Asteraceae	VU	Vulnerável	2008
Alstroemeria longistyla Schenk	369560	Alstroemeria longistyla	Alstroemeriaceae		Alstroemeriaceae	EN	Em Perigo	2008
Lychnophora diamantinana Coile & S.B.Jones	312946	Lychnophora diamantinana	Asteraceae		Asteraceae	VU	Vulnerável	2008
Syngonanthus widgrenianus (Körn.) Ruhland	332430	Syngonanthus widgrenianus	Eriocaulaceae		Eriocaulaceae	EN	Em Perigo	2008
Nidularium marigoi Leme	328257	Nidularium marigoi	Bromeliaceae		Bromeliaceae	VU	Vulnerável	2008
Solanum warmingii Hiern	282086	Solanum warmingii	Solanaceae		Solanaceae	EN	Em Perigo	2008
Athenaea martiana Sendtn.	281116	Athenaea martiana	Solanaceae		Solanaceae	EN	Em Perigo	2008
Camarea hirsuta A.St.-Hil.	321479	Camarea hirsuta	Malpighiaceae		Malpighiaceae	VU	Vulnerável	2008
Stachytarpheta alata (Moldenke) A. Atkins	368996	Stachytarpheta alata	Verbenaceae		Verbenaceae	CR	Criticamente em Perigo	2008
Mikania citriodora W.C.Holmes						VU	Vulnerável	2008
Calea clausseniana Baker	388571	Calea clausseniana	Asteraceae		Asteraceae	VU	Vulnerável	2008
Ormosia vicosana Rudd	281616	Ormosia vicosana	Fabaceae		Fabaceae	CR	Criticamente em Perigo	2008
Sinningia macropoda (Sprague) H. E. Moore	333177	Sinningia macropoda	Gesneriaceae		Gesneriaceae	VU	Vulnerável	2008
Adenocalymma magnoalatum Scud.	381371	Adenocalymma magnoalatum	Bignoniaceae		Bignoniaceae	CR	Criticamente em Perigo	2008
Ipomoea campestris Meisn.	330504	Ipomoea campestris	Convolvulaceae		Convolvulaceae	EN	Em Perigo	2008
Zygopetalum triste Barb.Rodr.	346300	Zygopetalum triste	Orchidaceae		Orchidaceae	EN	Em Perigo	2008
Minaria parva (Silveira) T.U.P.Konno & Rapini	339925	Minaria parva	Apocynaceae		Apocynaceae	VU	Vulnerável	2008
Davilla papyracea Aymard	331452	Davilla papyracea	Dilleniaceae		Dilleniaceae	VU	Vulnerável	2008
Marcetia acerosa Schr. in Mat. ex DC	322120	Marcetia acerosa	Melastomataceae		Melastomataceae	EN	Em Perigo	2008
Discocactus horstii Buining & Brederoo	367639	Discocactus horstii	Cactaceae		Cactaceae	CR	Criticamente em Perigo	2008
Hippeastrum brasilianum (Traub & J.L.Doran) Dutilh	369766	Hippeastrum brasilianum	Amaryllidaceae		Amaryllidaceae	VU	Vulnerável	2008
Xyris coutensis Wand. & Cerati	351512	Xyris coutensis	Xyridaceae		Xyridaceae	CR	Criticamente em Perigo	2008
Chamaecrista tephrosiifolia (Benth) H.S.Irwin & Barneby	315005	Chamaecrista tephrosiifolia	Fabaceae		Fabaceae	VU	Vulnerável	2008
Oligosarcus solitarius Menezes, 1987	138657	Oligosarcus solitarius	Characidae		Oligosarcus solitarius	EN	Em Perigo	2010
Nidularium antoineanum Wawra	328184	Nidularium antoineanum	Bromeliaceae		Bromeliaceae	EN	Em Perigo	2008
Dicksonia sellowiana Hook.	299127	Dicksonia sellowiana	Dicksoniaceae		Dicksoniaceae	VU	Vulnerável	2008
Pseudotrimezia barretoi Ravenna	320316	Pseudotrimezia barretoi	Iridaceae		Iridaceae	EN	Em Perigo	2008
Acianthera pectinata Pridgeon & M. W. Chase	342336	Acianthera pectinata	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Dasyprocta prymnolopha Wagler, 1831	268088	Dasyprocta prymnolopha	Dasyproctidae		Dasyprocta prymnolopha	VU	Vulnerável	2010
Mikania mosenii Malme	325619	Mikania mosenii	Asteraceae		Asteraceae	EN	Em Perigo	2008
Coleocephalocereus fluminensis decumbens (F. Ritter) N.P. Taylor & D.C. Zappi	367610	Coleocephalocereus fluminensis subsp. decumbens	Cactaceae		Cactaceae	CR	Criticamente em Perigo	2008
Solandra grandiflora Swartz	281548	Solandra grandiflora	Solanaceae		Solanaceae	CR	Criticamente em Perigo	2008
Streptochaeta angustifolia Soderstr.	278107	Streptochaeta angustifolia	Poaceae		Poaceae	EN	Em Perigo	2008
Barbacenia riparia (N.L.Menezes & Mello-Silva) Mello-Silva	310155	Barbacenia riparia	Velloziaceae		Velloziaceae	VU	Vulnerável	2008
Xiphocolaptes falcirostris franciscanus Snethlage, 1926	236986	Xiphocolaptes falcirostris franciscanus	Dendrocolaptidae		Xiphocolaptes falcirostris franciscanus	EN	Em Perigo	2010
Agalinis ramulifera Barringer	346377	Agalinis ramulifera	Orobanchaceae		Orobanchaceae	EN	Em Perigo	2008
Lagenocarpus inversus C.B. Clarke	288304	Lagenocarpus inversus	Cyperaceae		Cyperaceae	VU	Vulnerável	2008
Hemipogon abietoides E.Fourn.	311556	Hemipogon abietoides	Apocynaceae		Apocynaceae	CR	Criticamente em Perigo	2008
Pityrogramma tartarea var. aurata (T. Moore) R.M. Tryon						VU	Vulnerável	2008
Trimezia brevicaulis Ravenna	308851	Trimezia brevicaulis	Iridaceae		Iridaceae	VU	Vulnerável	2008
Proceratophrys palustris Giaretta & Sazima, 1993	152599	Proceratophrys palustris	Odontophrynidae		Proceratophrys palustris	VU	Vulnerável	2010
Lychnophora albertinioides Gardner	378461	Lychnophora albertinioides	Asteraceae		Asteraceae	CR	Criticamente em Perigo	2008
Orthophytum schulzianum Leme & M. Machado	354155	Orthophytum schulzianum	Bromeliaceae		Bromeliaceae	CR	Criticamente em Perigo	2008
Paepalanthus barbiger Silveira	316732	Paepalanthus barbiger	Eriocaulaceae		Eriocaulaceae	CR	Criticamente em Perigo	2008
Paratecoma peroba (Rech.) Kuhlm.	386777	Paratecoma peroba	Bignoniaceae		Bignoniaceae	VU	Vulnerável	2008
Caryocar edule Casar.	329483	Caryocar edule	Caryocaraceae		Caryocaraceae	VU	Vulnerável	2008
Chionolaena phylicoides (Gardner) Baker	335304	Chionolaena phylicoides	Asteraceae		Asteraceae	EN	Em Perigo	2008
Cryptanthus glaziovii Mez						VU	Vulnerável	2008
Aphelandra wasshausenii Profice	369053	Aphelandra wasshausenii	Acanthaceae		Acanthaceae	EN	Em Perigo	2008
Oncidium concolor Hook.	363784	Oncidium concolor	Orchidaceae		Orchidaceae	CR	Criticamente em Perigo	2008
Richterago riparia Roque	278822	Richterago riparia	Asteraceae		Asteraceae	VU	Vulnerável	2008
Luxemburgia corymbosa A.St.-Hil	347118	Luxemburgia corymbosa	Ochnaceae		Ochnaceae	CR	Criticamente em Perigo	2008
